mas_vnr_area,totrms_abvgrd,full_bath,year_remod_add,year_built,1st_flr_sf,total_bsmt_sf,garage_cars,garage_area,gr_liv_area,overall_qual,saleprice
0.0,7,2,2003,1900,930,930.0,1.0,288.0,1566,8,150000
0.0,5,1,1953,1953,950,984.0,2.0,400.0,950,5,130000
128.0,6,1,1959,1959,1144,1144.0,1.0,796.0,1144,5,143000
0.0,5,1,1961,1961,1114,1114.0,2.0,451.0,1114,5,140000
1115.0,8,2,1973,1973,2223,2223.0,2.0,516.0,2223,7,244000
0.0,6,1,1996,1920,581,530.0,1.0,288.0,1111,5,101000
0.0,5,1,1958,1958,960,960.0,2.0,624.0,960,5,125000
0.0,7,2,1998,1998,932,932.0,2.0,460.0,1633,6,183000
0.0,8,1,1950,1912,929,755.0,0.0,0.0,2229,6,104000
0.0,4,1,1954,1954,984,936.0,1.0,280.0,984,6,112500
157.0,7,2,1980,1980,1686,1686.0,2.0,612.0,1686,6,207500
140.0,7,2,2005,2005,1614,1614.0,2.0,576.0,1614,7,225000
0.0,5,1,1972,1972,864,864.0,1.0,297.0,864,5,119900
206.0,8,2,2006,2006,1740,1721.0,3.0,874.0,1740,7,293000
0.0,7,2,1993,1968,1721,1461.0,2.0,440.0,1721,5,180000
335.0,6,1,1976,1976,1034,1012.0,3.0,888.0,1034,6,169900
0.0,8,2,1978,1978,1318,0.0,2.0,539.0,1902,6,112000
0.0,6,2,1985,1984,1097,1040.0,2.0,480.0,1097,6,152000
525.0,10,2,2006,2005,1117,1090.0,3.0,670.0,2206,9,300000
0.0,6,1,1976,1976,1117,1029.0,2.0,672.0,1117,6,107000
0.0,11,2,1950,1885,1246,777.0,2.0,560.0,2290,4,122500
504.0,5,1,1972,1972,483,483.0,1.0,264.0,948,6,89000
0.0,5,1,1950,1940,600,600.0,1.0,231.0,919,6,95000
41.0,7,1,1968,1968,1152,912.0,2.0,412.0,1152,6,143450
162.0,10,2,2010,2009,1627,1590.0,3.0,751.0,2334,9,376162
324.0,6,1,1960,1960,1264,1268.0,2.0,461.0,1264,5,167500
275.0,6,0,1979,1979,1224,1086.0,2.0,528.0,1224,5,153337
0.0,6,2,1950,1925,697,672.0,1.0,300.0,1369,6,103600
0.0,5,1,1976,1976,894,894.0,1.0,308.0,894,5,128200
216.0,5,2,2000,2000,769,756.0,2.0,440.0,1573,6,177500
232.0,7,2,2002,2002,1687,1671.0,3.0,756.0,2250,8,320000
0.0,7,2,2000,2000,819,794.0,2.0,394.0,1514,6,190000
236.0,7,1,1971,1971,672,672.0,0.0,0.0,1218,6,91500
0.0,7,2,1954,1954,811,811.0,1.0,256.0,1387,5,93000
0.0,6,1,1950,1920,649,649.0,1.0,250.0,1317,4,40000
0.0,7,1,2006,1914,773,684.0,0.0,0.0,1355,6,127000
0.0,5,1,1950,1896,952,756.0,1.0,330.0,952,4,50138
174.0,6,1,1976,1976,1113,1143.0,1.0,504.0,1113,6,148000
0.0,4,1,1955,1940,778,740.0,1.0,924.0,778,5,120500
0.0,7,2,1950,1940,944,778.0,1.0,240.0,1489,6,139500
340.0,8,2,2008,2007,1698,1698.0,3.0,768.0,1698,9,320000
0.0,7,1,1980,1937,1262,1005.0,2.0,498.0,2267,7,219000
0.0,5,1,1983,1983,902,864.0,2.0,484.0,902,5,131000
0.0,7,2,2006,2006,738,738.0,2.0,440.0,1495,6,171925
0.0,7,2,1997,1996,1384,1348.0,2.0,404.0,1384,5,177900
0.0,7,1,1950,1921,851,585.0,1.0,228.0,1436,6,141500
0.0,7,2,1999,1998,952,952.0,2.0,440.0,1636,6,191000
0.0,5,1,2004,2004,1158,1158.0,2.0,576.0,1158,6,158000
274.0,6,2,2007,2006,1646,1638.0,3.0,870.0,1646,8,248900
252.0,7,1,1950,1937,981,731.0,1.0,240.0,1768,5,175000
0.0,7,2,2000,1965,1565,1187.0,1.0,299.0,1565,6,185900
0.0,6,1,1970,1914,880,880.0,2.0,320.0,1768,7,163000
0.0,8,2,1951,1951,1060,660.0,0.0,0.0,1396,5,115000
39.0,6,1,1978,1978,1096,1008.0,2.0,484.0,1096,6,157500
210.0,8,2,1999,1999,1223,1177.0,3.0,658.0,2312,7,245000
0.0,5,2,1993,1993,1337,1337.0,2.0,462.0,1337,8,180000
0.0,4,2,2004,2004,551,551.0,2.0,480.0,1102,7,148800
0.0,7,2,2002,2002,1128,1128.0,2.0,577.0,2031,8,237000
0.0,3,1,1950,1920,438,290.0,1.0,246.0,438,2,60000
222.0,6,1,1976,1976,1033,456.0,2.0,504.0,1033,5,165000
0.0,9,2,2003,2003,1129,1129.0,2.0,596.0,2327,7,240000
52.0,6,2,1993,1992,1187,1168.0,2.0,420.0,1187,7,160000
0.0,6,1,1950,1945,816,780.0,1.0,440.0,1340,6,128000
0.0,6,2,1955,1955,1152,0.0,0.0,0.0,1152,4,82000
210.0,5,2,2008,1966,1567,1562.0,2.0,542.0,1567,6,256000
0.0,7,1,1988,1920,832,650.0,2.0,324.0,1482,7,143000
0.0,7,2,2007,2006,1689,1689.0,2.0,433.0,1689,7,231713
0.0,7,1,1990,1969,1424,1100.0,3.0,828.0,1424,5,155000
0.0,4,1,1983,1983,816,816.0,1.0,264.0,816,5,128500
174.0,7,2,1950,1921,1424,1228.0,1.0,312.0,1424,7,168000
138.0,7,1,2004,1972,725,725.0,2.0,484.0,1479,7,184000
0.0,6,1,1962,1962,1025,1025.0,0.0,0.0,1025,5,124000
571.0,6,2,1970,1970,1442,1442.0,2.0,615.0,1442,6,185000
40.0,7,2,2000,2000,1454,1406.0,2.0,504.0,1936,8,230500
227.0,8,2,1998,1998,1070,1054.0,3.0,555.0,1939,7,227000
0.0,7,2,2005,2005,738,738.0,2.0,540.0,1476,6,173500
0.0,6,1,1968,1968,898,833.0,1.0,326.0,898,5,140000
0.0,6,2,2007,2006,1460,1460.0,2.0,480.0,1460,8,247000
23.0,5,1,1978,1978,1034,456.0,2.0,504.0,1034,6,149900
180.0,5,1,1978,1978,1174,864.0,2.0,528.0,1174,5,158000
0.0,4,2,2003,2003,530,530.0,2.0,496.0,1080,7,147110
0.0,7,2,1950,1937,780,780.0,1.0,198.0,1376,6,119500
0.0,6,1,1950,1940,840,840.0,2.0,440.0,1567,5,205000
0.0,6,1,1999,1895,751,736.0,0.0,0.0,1534,5,148000
0.0,5,2,1996,1995,1616,1595.0,2.0,608.0,1616,8,236500
0.0,6,2,1950,1938,1058,1058.0,1.0,240.0,1551,5,137000
0.0,5,1,1955,1955,960,960.0,1.0,330.0,960,5,122000
0.0,6,2,2007,2007,1302,1302.0,2.0,436.0,1302,7,176485
0.0,4,1,1950,1925,816,816.0,1.0,210.0,816,5,109000
239.0,5,1,1998,1998,1502,1502.0,1.0,286.0,1502,7,330000
0.0,7,1,2008,2008,1133,192.0,1.0,308.0,1133,6,143000
422.0,9,2,1998,1998,1671,1408.0,3.0,806.0,3078,9,410000
105.0,7,2,1994,1994,936,928.0,2.0,471.0,1721,6,201000
0.0,7,1,1950,1910,981,1077.0,2.0,648.0,1760,4,80000
0.0,9,2,2002,1945,1436,1028.0,1.0,180.0,2320,6,259500
94.0,10,3,2004,2003,1146,1122.0,2.0,452.0,2486,7,279900
0.0,6,1,1994,1959,1246,1246.0,1.0,305.0,1246,5,154000
472.0,7,2,2006,1958,1444,1444.0,2.0,389.0,2144,6,277000
0.0,6,1,1950,1942,799,799.0,1.0,215.0,1150,5,128000
640.0,7,2,2007,2007,1600,1566.0,3.0,890.0,1600,8,256300
0.0,7,2,2003,1930,1230,930.0,1.0,231.0,1755,4,188000
630.0,7,2,2002,2002,1800,1800.0,3.0,765.0,1800,8,312500
0.0,4,2,2005,2004,600,600.0,2.0,480.0,1200,7,151000
376.0,6,1,1971,1971,765,765.0,2.0,440.0,1365,5,122500
0.0,7,2,2003,2003,835,835.0,2.0,542.0,1696,6,188000
0.0,8,2,2006,2005,945,945.0,2.0,638.0,1809,7,209700
945.0,7,1,2006,2006,2234,2220.0,2.0,724.0,2234,8,441929
120.0,7,2,1994,1993,886,886.0,2.0,474.0,1680,6,163000
157.0,9,2,2007,1966,976,832.0,2.0,444.0,2087,6,187500
260.0,5,2,2000,1999,1513,1462.0,2.0,521.0,1513,8,220000
0.0,5,1,1993,1967,1107,949.0,1.0,308.0,1107,5,127000
0.0,5,1,2007,1955,827,0.0,1.0,392.0,827,5,107500
0.0,9,2,2001,1914,742,742.0,0.0,0.0,1484,6,128000
0.0,4,1,2004,1925,764,680.0,2.0,504.0,764,5,73000
562.0,6,2,2004,2003,1792,1792.0,3.0,874.0,1792,9,374000
1110.0,10,2,2002,2001,1515,1479.0,3.0,746.0,2649,8,421250
0.0,7,2,1993,1992,808,808.0,2.0,389.0,1593,6,178000
0.0,6,2,1972,1972,1181,1138.0,2.0,588.0,1181,4,137500
554.0,7,2,1994,1994,1987,1986.0,2.0,691.0,1987,8,301500
0.0,6,1,1950,1935,647,583.0,1.0,180.0,1242,6,105000
203.0,4,1,2004,1968,976,976.0,2.0,504.0,976,6,157500
0.0,6,1,1950,1901,969,969.0,1.0,216.0,1214,5,117000
0.0,5,1,1962,1962,864,864.0,1.0,336.0,864,5,105000
0.0,6,1,1950,1936,1166,1064.0,1.0,240.0,1639,6,115000
302.0,7,2,2008,2008,1736,1736.0,3.0,834.0,1736,9,360000
0.0,8,2,1979,1979,1535,0.0,2.0,400.0,1535,5,118858
252.0,7,1,2000,1966,800,800.0,2.0,484.0,1632,6,173000
0.0,4,1,1998,1890,725,630.0,1.0,320.0,725,3,78500
0.0,7,2,2004,2004,840,840.0,2.0,440.0,1720,7,183500
0.0,4,1,1953,1953,936,936.0,2.0,576.0,936,4,93000
72.0,7,2,2003,2003,1589,1406.0,3.0,630.0,1589,8,226500
0.0,7,2,1994,1993,799,799.0,2.0,380.0,1571,6,178000
167.0,7,2,2003,2003,1479,1453.0,2.0,558.0,1479,7,226000
178.0,7,1,1969,1969,784,784.0,2.0,898.0,1632,5,173000
0.0,5,1,1965,1965,864,864.0,1.0,360.0,864,5,62383
268.0,11,2,2008,2008,1476,1452.0,3.0,858.0,2713,9,446261
0.0,6,1,1997,1926,743,624.0,1.0,312.0,1479,7,160000
24.0,7,2,2004,2004,1576,1393.0,3.0,668.0,1576,7,219990
125.0,6,2,2000,1999,1479,1468.0,2.0,577.0,1479,7,191000
0.0,6,1,1994,1925,916,756.0,1.0,308.0,1060,5,136500
0.0,5,1,1994,1958,943,0.0,1.0,308.0,943,4,80000
178.0,9,2,1988,1988,1377,1204.0,3.0,786.0,2183,7,229000
246.0,8,2,1994,1993,1062,1050.0,2.0,574.0,1949,7,236000
242.0,8,2,2007,2006,1824,1824.0,3.0,932.0,1824,10,392000
0.0,8,2,1950,1927,1146,720.0,1.0,316.0,1930,6,149000
0.0,7,2,1999,1998,1469,970.0,2.0,846.0,2393,10,345000
0.0,8,2,2005,1900,1007,716.0,2.0,624.0,2014,5,169000
0.0,4,1,1950,1946,1242,484.0,1.0,336.0,1242,4,109900
94.0,9,2,1994,1993,996,996.0,3.0,650.0,2000,7,188000
0.0,6,1,1950,1939,825,780.0,1.0,280.0,1412,6,132500
0.0,5,1,1994,1994,990,990.0,1.0,440.0,990,5,143000
0.0,7,1,1951,1951,1342,1342.0,1.0,256.0,1342,5,125000
568.0,7,2,2005,2005,1868,1868.0,3.0,1085.0,1868,9,415000
0.0,6,1,1950,1910,741,622.0,2.0,528.0,1363,4,125500
183.0,6,2,1988,1958,1632,1240.0,1.0,338.0,1632,6,139000
420.0,10,2,2008,2008,1728,1722.0,3.0,842.0,2296,10,451950
74.0,10,2,1959,1959,1678,1678.0,0.0,0.0,1678,5,119900
136.0,6,2,2002,2001,1296,1267.0,2.0,471.0,1296,8,220000
302.0,7,2,1971,1971,1587,1587.0,2.0,525.0,1587,6,167300
0.0,6,1,1950,1941,854,720.0,1.0,256.0,1298,5,122000
336.0,10,2,1963,1963,1728,1728.0,2.0,504.0,1728,5,125000
0.0,5,1,1957,1957,928,928.0,1.0,288.0,928,5,112500
0.0,7,2,2006,2005,879,879.0,2.0,578.0,1795,7,191000
135.0,5,1,1958,1958,1080,1080.0,1.0,288.0,1080,6,136000
0.0,6,2,1998,1998,866,866.0,2.0,546.0,1779,7,197900
0.0,5,1,2003,1910,1001,485.0,1.0,255.0,1635,6,117000
84.0,6,2,2006,2006,1220,1199.0,2.0,632.0,1220,7,194000
179.0,5,1,2001,2001,1310,1310.0,2.0,545.0,1310,9,285000
0.0,6,2,1999,1940,808,644.0,0.0,0.0,1355,5,127500
0.0,9,2,2000,1992,1166,1095.0,2.0,590.0,2295,7,268000
0.0,7,2,1950,1900,1156,1075.0,2.0,342.0,1798,4,137000
0.0,8,2,1967,1967,1620,1620.0,2.0,578.0,1620,7,215000
0.0,5,1,1955,1955,1216,1216.0,1.0,336.0,1216,5,129500
0.0,7,1,1950,1936,896,896.0,1.0,240.0,1344,5,115000
0.0,5,1,1950,1925,747,747.0,1.0,288.0,1159,5,114000
0.0,5,1,1966,1966,1056,1056.0,1.0,384.0,1056,4,107000
0.0,6,1,1950,1947,832,832.0,1.0,336.0,1216,5,118500
0.0,5,1,1950,1929,950,862.0,1.0,208.0,1158,6,120000
148.0,7,2,2005,2005,1538,1538.0,2.0,484.0,1538,8,260000
150.0,6,1,1959,1959,1143,1143.0,1.0,308.0,1143,5,136000
0.0,5,1,1971,1971,872,858.0,4.0,480.0,872,4,123000
0.0,6,1,1950,1920,1035,319.0,0.0,0.0,1406,6,89500
0.0,6,2,2005,2005,1324,1324.0,2.0,430.0,1324,6,199500
41.0,6,1,1966,1966,904,876.0,1.0,408.0,904,5,109900
0.0,9,1,2004,1926,1276,1276.0,1.0,282.0,2080,7,234000
169.0,3,1,2004,2004,848,848.0,2.0,420.0,848,6,155900
0.0,8,1,1989,1957,1104,1104.0,1.0,304.0,1788,4,161500
541.0,7,1,1958,1958,1344,819.0,2.0,525.0,1344,6,137500
0.0,12,2,1950,1910,1128,840.0,0.0,0.0,2256,5,76500
268.0,8,2,1989,1988,1164,1151.0,2.0,521.0,2060,6,211000
0.0,5,2,1999,1998,1337,1405.0,2.0,511.0,1337,6,181000
183.0,6,1,1966,1966,1165,1127.0,2.0,490.0,1165,6,174900
97.0,6,1,1966,1966,1320,1164.0,2.0,564.0,1320,5,164500
168.0,7,2,2004,2004,1535,1517.0,2.0,532.0,1535,7,214000
280.0,7,2,1988,1980,1277,738.0,2.0,489.0,2044,7,185000
0.0,6,1,1950,1929,624,704.0,1.0,336.0,1136,4,123000
0.0,5,2,1979,1979,1299,1001.0,2.0,486.0,1299,6,183500
456.0,5,2,2000,1999,764,776.0,2.0,492.0,1441,8,174000
0.0,6,2,1953,1953,1630,1073.0,2.0,649.0,1630,5,130000
0.0,6,1,1990,1925,832,728.0,2.0,546.0,1641,7,178000
0.0,6,2,1998,1997,928,928.0,2.0,482.0,1629,5,189900
170.0,4,1,2004,2003,848,848.0,2.0,420.0,848,6,144000
0.0,5,1,2007,1930,816,816.0,1.0,432.0,816,6,120500
0.0,6,1,1995,1994,1097,1097.0,2.0,672.0,1097,5,145000
0.0,6,2,2000,2000,1652,1494.0,2.0,499.0,1652,8,251000
0.0,8,2,1968,1968,1768,1768.0,0.0,0.0,1768,4,136500
58.0,6,2,1955,1955,1152,0.0,0.0,0.0,1152,4,82500
0.0,4,1,1950,1910,810,0.0,1.0,280.0,810,2,57625
176.0,6,2,2008,2007,1358,1350.0,2.0,484.0,1358,7,212500
116.0,5,2,1998,1998,1216,1216.0,2.0,402.0,1216,6,164000
327.0,6,2,1957,1957,967,967.0,1.0,384.0,1638,6,139000
212.0,4,2,2000,1999,624,600.0,2.0,462.0,1252,7,160000
0.0,5,1,1993,1992,883,828.0,2.0,698.0,883,5,149000
0.0,5,1,1968,1968,874,864.0,1.0,288.0,874,5,130000
0.0,9,2,1950,1921,902,576.0,2.0,480.0,1710,7,140000
288.0,8,2,2009,2008,1836,1836.0,2.0,517.0,1836,8,264500
0.0,6,1,1957,1957,1092,1092.0,1.0,299.0,1092,5,141000
0.0,4,1,2007,2006,1241,1241.0,2.0,569.0,1241,7,199900
360.0,6,2,1977,1977,1334,1350.0,2.0,630.0,1334,6,167900
85.0,7,1,1987,1960,1429,1144.0,2.0,572.0,1429,6,181900
36.0,7,2,2008,2008,1566,1566.0,2.0,750.0,1566,8,262500
283.0,8,1,1992,1977,1316,908.0,2.0,520.0,2288,7,230000
60.0,5,2,2000,1999,1709,1698.0,2.0,506.0,1709,9,328900
210.0,7,2,2005,2005,1721,1721.0,2.0,554.0,1721,8,232698
140.0,5,2,2008,2008,1254,1254.0,3.0,810.0,1254,8,221800
0.0,6,1,1973,1941,864,576.0,3.0,627.0,1350,5,152400
171.0,6,2,2001,2000,1630,1630.0,2.0,451.0,1630,7,213000
96.0,7,2,2005,2005,831,784.0,2.0,449.0,1585,7,184900
56.0,5,1,1953,1953,1336,1165.0,1.0,375.0,1336,5,157000
0.0,6,1,2002,1962,1211,864.0,2.0,576.0,1211,5,144000
253.0,5,2,1999,1979,1353,1259.0,2.0,478.0,1353,6,192350
202.0,6,2,1966,1966,1200,1174.0,2.0,440.0,1200,7,163500
99.0,10,2,1990,1990,1532,1475.0,2.0,514.0,2329,7,262280
113.0,7,2,2003,2002,1536,1536.0,2.0,532.0,1536,7,214000
0.0,6,1,2004,1956,1811,1073.0,2.0,470.0,1811,6,230000
350.0,9,2,2006,2006,1071,1063.0,3.0,947.0,2172,7,280000
0.0,6,1,1980,1957,1073,1073.0,2.0,720.0,1073,4,140000
351.0,7,1,1966,1966,1051,756.0,2.0,442.0,1839,6,155000
0.0,5,1,1950,1918,1020,1020.0,0.0,0.0,1020,3,64500
85.0,8,2,1993,1993,964,946.0,4.0,1017.0,1802,6,218000
51.0,6,2,1977,1977,1009,995.0,2.0,576.0,1009,5,160000
0.0,6,2,2007,2007,1338,1338.0,2.0,598.0,1338,8,208900
0.0,11,3,1996,1959,3820,0.0,2.0,624.0,3820,5,284700
0.0,5,2,2007,2007,703,689.0,2.0,540.0,1392,7,146000
0.0,4,1,1996,1996,1288,1260.0,2.0,500.0,1288,8,245500
0.0,6,1,1950,1926,1013,992.0,1.0,160.0,1013,6,113000
238.0,7,2,2005,2004,1782,1782.0,3.0,932.0,1782,8,296000
200.0,8,2,2006,2005,1922,1922.0,3.0,676.0,1922,9,377426
230.0,7,2,2007,2006,1718,1700.0,3.0,786.0,1718,10,337500
730.0,8,2,2005,2004,2492,2492.0,3.0,949.0,2492,10,552000
0.0,5,1,1950,1948,624,624.0,1.0,265.0,936,4,97900
0.0,4,2,2009,2009,1218,1218.0,2.0,676.0,1218,6,208300
0.0,8,2,1997,1996,910,910.0,3.0,816.0,1820,7,213000
0.0,8,2,1999,1998,880,880.0,2.0,527.0,1724,7,188000
632.0,7,1,1958,1958,1336,1121.0,2.0,488.0,1336,6,162000
0.0,6,1,1950,1950,910,910.0,1.0,282.0,1558,5,152000
0.0,8,2,2005,2004,991,991.0,2.0,678.0,1947,7,254900
145.0,6,2,1995,1994,832,832.0,2.0,483.0,1657,7,189000
383.0,7,2,1978,1978,2064,2048.0,2.0,550.0,2064,7,235000
0.0,5,1,1950,1950,1164,1164.0,1.0,240.0,1164,5,125000
0.0,4,1,1975,1975,836,836.0,1.0,308.0,836,7,120000
0.0,6,1,1951,1951,1600,0.0,1.0,270.0,1600,1,81500
104.0,5,1,1990,1990,816,816.0,0.0,0.0,816,6,118500
162.0,7,2,2009,2009,1766,1766.0,3.0,478.0,1766,9,370878
0.0,8,2,1950,1949,1001,1001.0,3.0,871.0,2002,5,145000
312.0,8,1,2006,1939,1137,798.0,2.0,431.0,1954,7,311500
14.0,6,2,2006,2006,1364,1220.0,2.0,437.0,1364,7,210250
0.0,8,2,2002,2002,920,916.0,2.0,492.0,1861,7,200000
0.0,8,2,1977,1977,1302,0.0,2.0,539.0,1734,5,126000
0.0,6,1,2003,1900,717,405.0,1.0,281.0,1039,4,114000
0.0,7,2,1950,1910,833,677.0,2.0,720.0,1510,4,87500
146.0,10,3,2005,2005,1164,1149.0,3.0,729.0,2541,8,349265
264.0,6,2,2004,2004,1512,1512.0,3.0,845.0,1512,8,203000
0.0,6,2,2001,2001,1434,1454.0,2.0,527.0,1434,7,189000
0.0,6,2,2003,2003,812,812.0,2.0,628.0,1653,7,209000
0.0,8,2,1950,1900,1090,917.0,1.0,357.0,2007,6,160000
44.0,5,1,1974,1974,1037,1037.0,2.0,431.0,1037,5,129000
0.0,6,1,1975,1974,1389,1389.0,2.0,418.0,1389,5,170000
0.0,4,1,2002,1913,694,440.0,1.0,352.0,694,5,90350
0.0,5,1,1950,1924,572,572.0,0.0,0.0,1096,6,79000
0.0,5,1,1972,1972,894,894.0,2.0,552.0,894,5,149900
0.0,5,1,1971,1971,864,864.0,2.0,576.0,864,5,123000
0.0,8,2,1950,1900,1095,1095.0,3.0,779.0,1774,4,87000
0.0,6,1,1977,1977,1118,1096.0,1.0,358.0,1118,6,171000
0.0,6,1,1950,1950,1032,1032.0,1.0,288.0,1252,6,119000
0.0,6,1,1959,1959,1148,1148.0,1.0,672.0,1148,5,132500
0.0,7,1,1996,1925,833,588.0,1.0,228.0,1666,8,161000
134.0,7,2,2002,2001,1366,1357.0,3.0,725.0,1947,9,274000
0.0,5,1,1967,1967,912,912.0,1.0,336.0,912,5,125000
0.0,8,2,1950,1946,1195,1195.0,0.0,0.0,1195,5,98500
0.0,5,2,1995,1994,1624,1624.0,3.0,757.0,1624,8,262000
40.0,5,1,1979,1979,914,914.0,2.0,444.0,914,5,134900
0.0,5,1,1959,1959,1328,1350.0,1.0,308.0,1328,5,170000
0.0,6,1,1991,1926,686,686.0,1.0,225.0,1461,6,135000
304.0,9,2,1991,1990,1364,930.0,2.0,473.0,2683,6,290000
0.0,6,2,2007,2007,1258,1246.0,2.0,462.0,1258,7,173500
0.0,8,3,2002,1948,1112,896.0,1.0,230.0,2008,5,225000
0.0,6,1,1961,1961,1187,864.0,2.0,440.0,1187,5,140500
0.0,5,1,1994,1994,990,990.0,1.0,299.0,990,5,126000
466.0,7,2,1999,1999,962,960.0,2.0,480.0,1586,8,170000
0.0,5,1,1995,1995,990,990.0,2.0,576.0,990,5,156000
0.0,6,1,1997,1957,1600,1484.0,1.0,319.0,1600,5,207500
0.0,8,2,2007,2007,896,896.0,2.0,590.0,1792,8,255000
0.0,4,1,1973,1973,526,462.0,1.0,297.0,988,4,94900
0.0,6,1,1958,1958,1170,1170.0,1.0,338.0,1170,5,140000
0.0,7,1,1950,1905,714,738.0,1.0,216.0,1376,3,96900
200.0,6,1,1966,1966,1154,1154.0,2.0,480.0,1154,5,154000
0.0,7,2,1999,1910,909,725.0,2.0,816.0,1772,8,184900
816.0,7,2,2008,2007,2084,2078.0,3.0,1220.0,2084,10,385000
0.0,6,1,1950,1936,951,951.0,1.0,327.0,951,4,106500
150.0,10,2,2000,2000,1466,1455.0,3.0,810.0,2687,8,327000
198.0,9,2,2006,2005,2490,2458.0,3.0,795.0,2490,9,468000
0.0,4,1,1950,1927,1204,1204.0,1.0,384.0,1666,6,135000
0.0,6,1,2005,2005,1141,1141.0,2.0,484.0,1141,6,142500
0.0,7,1,1968,1968,732,732.0,2.0,470.0,1464,5,141000
0.0,5,1,1991,1910,820,1117.0,0.0,0.0,1347,5,107500
0.0,4,1,1979,1942,778,672.0,1.0,240.0,1282,5,108500
0.0,6,2,1994,1994,636,636.0,2.0,472.0,1320,6,150000
0.0,6,1,1950,1916,576,216.0,0.0,0.0,936,3,78000
186.0,7,2,2008,2007,1580,1580.0,3.0,830.0,1580,8,235128
351.0,5,2,2002,1971,1824,1643.0,2.0,739.0,1824,7,302000
0.0,5,2,2001,1975,1558,864.0,2.0,440.0,1558,5,163000
0.0,5,1,2007,1945,640,0.0,1.0,240.0,640,3,84900
0.0,6,2,1974,1974,855,855.0,2.0,440.0,1322,6,147000
0.0,7,1,2005,1915,916,910.0,1.0,164.0,1826,7,155000
54.0,6,2,1990,1990,1339,1309.0,2.0,484.0,1339,7,180000
0.0,7,2,1950,1930,372,0.0,0.0,0.0,1092,4,55000
442.0,6,2,2003,2003,1146,868.0,2.0,438.0,1146,7,187500
255.0,6,1,1976,1976,1125,1041.0,1.0,352.0,1125,6,125000
0.0,6,1,1987,1936,1020,1017.0,1.0,180.0,2057,7,250000
0.0,5,1,1950,1910,899,481.0,1.0,200.0,899,5,78000
0.0,9,2,1996,1910,828,828.0,0.0,0.0,1594,4,118000
254.0,7,2,2007,2007,1694,1694.0,3.0,818.0,1694,8,318000
125.0,8,2,1994,1993,1065,777.0,2.0,471.0,1911,8,215000
0.0,4,1,1950,1925,672,432.0,0.0,0.0,672,4,72000
160.0,7,2,1976,1976,1523,1193.0,2.0,478.0,1523,6,180000
132.0,7,2,1986,1986,1651,1606.0,2.0,616.0,1651,6,184000
132.0,6,1,1959,1959,1041,1041.0,1.0,270.0,1041,5,124500
0.0,8,2,1958,1958,1604,1604.0,2.0,576.0,1604,5,135000
0.0,6,1,1989,1940,1014,981.0,1.0,240.0,1672,6,164900
168.0,6,1,1969,1969,1164,1164.0,2.0,528.0,1164,7,140000
0.0,6,1,1958,1958,1041,1041.0,1.0,294.0,1041,5,128000
40.0,6,1,1978,1978,1034,450.0,2.0,504.0,1034,6,153000
0.0,7,1,1950,1910,825,796.0,1.0,228.0,1609,6,127500
0.0,7,1,2006,1950,1337,572.0,1.0,264.0,1337,5,141500
362.0,9,2,1995,1994,1500,1463.0,2.0,712.0,2622,8,325000
112.0,6,2,1993,1993,1594,1594.0,2.0,472.0,1594,7,188500
68.0,5,2,2006,2006,1262,1262.0,2.0,572.0,1262,6,185000
126.0,6,1,2006,2005,1175,1175.0,0.0,0.0,1175,6,146000
0.0,5,1,2007,1917,664,624.0,1.0,280.0,1288,6,119000
142.0,6,2,1971,1971,630,630.0,1.0,280.0,1302,5,112000
0.0,4,1,2005,2005,1247,1247.0,2.0,550.0,1247,8,197000
215.0,11,2,2006,2006,1738,1738.0,3.0,831.0,2589,9,412083
148.0,7,2,2002,2002,1689,1568.0,3.0,857.0,1689,8,271000
235.0,6,2,2003,2003,1405,1405.0,2.0,478.0,1405,7,200000
130.0,5,2,1976,1976,1324,1228.0,2.0,585.0,1324,7,174000
0.0,6,1,1960,1960,1377,1377.0,1.0,351.0,1377,5,156500
42.0,7,2,1997,1996,888,872.0,2.0,422.0,1756,6,204000
0.0,6,1,2006,1966,1228,1228.0,1.0,271.0,1228,5,149350
0.0,4,1,1954,1954,1008,1008.0,1.0,275.0,1008,5,137000
202.0,8,2,1999,1998,1153,1153.0,2.0,541.0,2031,7,222500
22.0,6,2,2007,2007,752,752.0,2.0,440.0,1504,6,166000
0.0,5,1,1950,1920,936,936.0,0.0,0.0,936,5,109500
0.0,6,1,1954,1954,1383,0.0,2.0,498.0,1383,4,122000
0.0,5,1,1990,1920,967,967.0,1.0,180.0,967,5,99900
0.0,7,2,2006,2006,1656,1656.0,3.0,826.0,1656,8,249700
0.0,6,1,2004,1950,1152,1092.0,1.0,300.0,1152,6,158500
0.0,5,1,2005,2005,1142,1142.0,0.0,0.0,1142,6,139500
0.0,5,2,2000,2000,1403,1381.0,2.0,470.0,1403,6,202000
122.0,8,2,2005,1959,1712,1626.0,2.0,588.0,1712,5,145000
0.0,6,0,1969,1969,1258,1198.0,2.0,400.0,1258,4,108959
0.0,7,1,1950,1948,1687,747.0,2.0,572.0,1687,5,160000
260.0,8,2,1958,1958,1560,1560.0,2.0,484.0,1560,5,128600
233.0,7,2,1976,1976,1142,793.0,2.0,550.0,1935,7,197900
252.0,5,1,1976,1976,1083,1047.0,2.0,596.0,1083,7,172000
0.0,5,1,1977,1977,907,876.0,1.0,308.0,907,5,130000
